deduplicated_bullet_id,duplicate_count,normalized_match_key,all_source_references,bullet_id,original_zip_name,source_project_zip,source_project,source_project_id,source_tex_file,source_line_number,section_name,experience_id,experience_title,organization,date,bullet_text,raw_bullet_tex,detected_tools,possible_role_tags
dedup_b000011,11,"developed interactive vr simulations in vizard and modeled 10 risk scenarios in blender to study behavioral responses and risk perception, enhancing ecological validity and experimental control.",Overleaf Projects (77 items).zip | 26 summer_ Enterprise Systems_USTA (26 summer_ Enterprise Systems_USTA.zip) | main.tex:308 || Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:262 || Overleaf Projects (77 items).zip | 26 summer_Data_MLB (26 summer_Data_MLB.zip) | main.tex:310 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:260 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:260 || Overleaf Projects (77 items).zip | 26 summer_Product_Cloudflare (26 summer_Product_Cloudflare.zip) | main.tex:310 || Overleaf Projects (77 items).zip | 26 summer_Wearables Intern (26 summer_Wearables Intern.zip) | main.tex:287 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:260 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:260 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:260 || Overleaf Projects (77 items).zip | ziyuan_guo_PLM_Hyundai (ziyuan_guo_PLM_Hyundai.zip) | main.tex:313,raw_b000011,Overleaf Projects (77 items).zip,26 summer_ Enterprise Systems_USTA.zip,26 summer_ Enterprise Systems_USTA,project_001_26_summer_enterprise_systems_usta,main.tex,308,RESEARCH EXPERIENCE,raw_e000007,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Developed interactive VR simulations in Vizard and modeled 10 risk scenarios in Blender to study behavioral responses and risk perception, enhancing ecological validity and experimental control.","Developed interactive VR simulations in Vizard and modeled 10 risk scenarios in Blender to study behavioral responses and risk perception, enhancing ecological validity and experimental control.",Blender,
dedup_b000012,23,prototyped an ai-assisted query system integrating sql data retrieva with llm-based apis using langchain to enable natural language interaction with mimic healthcare datasets.,Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:278 || Overleaf Projects (77 items).zip | 26 summer_AI_Antora (26 summer_AI_Antora.zip) | main.tex:290 || Overleaf Projects (77 items).zip | 26 summer_AI_KLA (26 summer_AI_KLA.zip) | main.tex:294 || Overleaf Projects (77 items).zip | 26 summer_AI_SAP (26 summer_AI_SAP.zip) | main.tex:294 || Overleaf Projects (77 items).zip | 26 summer_AI_Schneider (26 summer_AI_Schneider.zip) | main.tex:290 || Overleaf Projects (77 items).zip | 26 summer_Analytics_Tesla (26 summer_Analytics_Tesla.zip) | main.tex:294 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:276 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:276 || Overleaf Projects (77 items).zip | 26 summer_IS_Gilead (26 summer_IS_Gilead.zip) | main.tex:295 || Overleaf Projects (77 items).zip | 26 summer_ergo_antora (26 summer_ergo_antora.zip) | main.tex:322 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:274 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:277 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:301 || Overleaf Projects (77 items).zip | Ziyuan_Guo_robot_amazon (Ziyuan_Guo_robot_amazon.zip) | main.tex:302 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:276 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:276 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:276 || Overleaf Projects (77 items).zip | ziyuan_guo_Data_cocacola (ziyuan_guo_Data_cocacola.zip) | main.tex:322 || Overleaf Projects (77 items).zip | ziyuan_guo_Product ops_zscaler (ziyuan_guo_Product ops_zscaler.zip) | main.tex:288 || Overleaf Projects (77 items).zip | ziyuan_guo_QA_volvo (ziyuan_guo_QA_volvo.zip) | main.tex:279 || Overleaf Projects (77 items).zip | ziyuan_guo_data_RTI (ziyuan_guo_data_RTI.zip) | main.tex:288 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_TI (ziyuan_guo_ops_TI.zip) | main.tex:287 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_sono bello (ziyuan_guo_ops_sono bello.zip) | main.tex:278,raw_b000017,Overleaf Projects (77 items).zip,26 summer_ US Open and Enterprise Systems.zip,26 summer_ US Open and Enterprise Systems,project_002_26_summer_us_open_and_enterprise_systems,main.tex,278,RESEARCH EXPERIENCE,raw_e000013,AI-Powered Data Query System (RAG + SQL) for clinical dataset,Project Lead,Aug. 2025 - Oct. 2025,Prototyped an AI-assisted query system integrating SQL data retrieva with LLM-based APIs using LangChain to enable natural language interaction with MIMIC healthcare datasets.,Prototyped an AI-assisted query system integrating SQL data retrieva with LLM-based APIs using LangChain to enable natural language interaction with MIMIC healthcare datasets.,SQL; RAG; LLM; LangChain,
dedup_b000013,23,"implemented a schema- and domain-aware rag pipeline to enable accurate llm-generated sql queries, reducing manual query time by 80% and improving data accessibility.",Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:279 || Overleaf Projects (77 items).zip | 26 summer_AI_Antora (26 summer_AI_Antora.zip) | main.tex:291 || Overleaf Projects (77 items).zip | 26 summer_AI_KLA (26 summer_AI_KLA.zip) | main.tex:295 || Overleaf Projects (77 items).zip | 26 summer_AI_SAP (26 summer_AI_SAP.zip) | main.tex:295 || Overleaf Projects (77 items).zip | 26 summer_AI_Schneider (26 summer_AI_Schneider.zip) | main.tex:291 || Overleaf Projects (77 items).zip | 26 summer_Analytics_Tesla (26 summer_Analytics_Tesla.zip) | main.tex:295 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:277 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:277 || Overleaf Projects (77 items).zip | 26 summer_IS_Gilead (26 summer_IS_Gilead.zip) | main.tex:296 || Overleaf Projects (77 items).zip | 26 summer_ergo_antora (26 summer_ergo_antora.zip) | main.tex:323 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:275 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:278 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:302 || Overleaf Projects (77 items).zip | Ziyuan_Guo_robot_amazon (Ziyuan_Guo_robot_amazon.zip) | main.tex:303 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:277 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:277 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:277 || Overleaf Projects (77 items).zip | ziyuan_guo_Data_cocacola (ziyuan_guo_Data_cocacola.zip) | main.tex:323 || Overleaf Projects (77 items).zip | ziyuan_guo_Product ops_zscaler (ziyuan_guo_Product ops_zscaler.zip) | main.tex:289 || Overleaf Projects (77 items).zip | ziyuan_guo_QA_volvo (ziyuan_guo_QA_volvo.zip) | main.tex:280 || Overleaf Projects (77 items).zip | ziyuan_guo_data_RTI (ziyuan_guo_data_RTI.zip) | main.tex:289 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_TI (ziyuan_guo_ops_TI.zip) | main.tex:288 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_sono bello (ziyuan_guo_ops_sono bello.zip) | main.tex:279,raw_b000018,Overleaf Projects (77 items).zip,26 summer_ US Open and Enterprise Systems.zip,26 summer_ US Open and Enterprise Systems,project_002_26_summer_us_open_and_enterprise_systems,main.tex,279,RESEARCH EXPERIENCE,raw_e000013,AI-Powered Data Query System (RAG + SQL) for clinical dataset,Project Lead,Aug. 2025 - Oct. 2025,"Implemented a schema- and domain-aware RAG pipeline to enable accurate LLM-generated SQL queries, reducing manual query time by 80% and improving data accessibility.","Implemented a schema- and domain-aware RAG pipeline to enable accurate LLM-generated SQL queries, reducing manual query time by 80\% and improving data accessibility.",SQL; RAG; LLM,
dedup_b000014,24,"defined data schemas, documented the workflow and prompt logic for reproducibility and team handoff.",Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:280 || Overleaf Projects (77 items).zip | 26 summer_AI_Antora (26 summer_AI_Antora.zip) | main.tex:292 || Overleaf Projects (77 items).zip | 26 summer_AI_KLA (26 summer_AI_KLA.zip) | main.tex:296 || Overleaf Projects (77 items).zip | 26 summer_AI_SAP (26 summer_AI_SAP.zip) | main.tex:296 || Overleaf Projects (77 items).zip | 26 summer_AI_Schneider (26 summer_AI_Schneider.zip) | main.tex:292 || Overleaf Projects (77 items).zip | 26 summer_Analytics_Tesla (26 summer_Analytics_Tesla.zip) | main.tex:296 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:278 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:278 || Overleaf Projects (77 items).zip | 26 summer_IS_Gilead (26 summer_IS_Gilead.zip) | main.tex:297 || Overleaf Projects (77 items).zip | 26 summer_PM_Visa (26 summer_PM_Visa.zip) | main.tex:297 || Overleaf Projects (77 items).zip | 26 summer_ergo_antora (26 summer_ergo_antora.zip) | main.tex:324 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:276 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:279 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:303 || Overleaf Projects (77 items).zip | Ziyuan_Guo_robot_amazon (Ziyuan_Guo_robot_amazon.zip) | main.tex:304 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:278 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:278 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:278 || Overleaf Projects (77 items).zip | ziyuan_guo_Data_cocacola (ziyuan_guo_Data_cocacola.zip) | main.tex:324 || Overleaf Projects (77 items).zip | ziyuan_guo_Product ops_zscaler (ziyuan_guo_Product ops_zscaler.zip) | main.tex:290 || Overleaf Projects (77 items).zip | ziyuan_guo_QA_volvo (ziyuan_guo_QA_volvo.zip) | main.tex:281 || Overleaf Projects (77 items).zip | ziyuan_guo_data_RTI (ziyuan_guo_data_RTI.zip) | main.tex:290 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_TI (ziyuan_guo_ops_TI.zip) | main.tex:289 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_sono bello (ziyuan_guo_ops_sono bello.zip) | main.tex:280,raw_b000019,Overleaf Projects (77 items).zip,26 summer_ US Open and Enterprise Systems.zip,26 summer_ US Open and Enterprise Systems,project_002_26_summer_us_open_and_enterprise_systems,main.tex,280,RESEARCH EXPERIENCE,raw_e000013,AI-Powered Data Query System (RAG + SQL) for clinical dataset,Project Lead,Aug. 2025 - Oct. 2025,"Defined data schemas, documented the workflow and prompt logic for reproducibility and team handoff.","Defined data schemas, documented the workflow and prompt logic for reproducibility and team handoff.",SQL; RAG,
dedup_b000015,7,"oversaw fieldwork for a 6-month study and captured multimodal sensor data (eeg, gsr, ecg) from 180+ participants; performed data cleaning, calibration checks, and quality validation to ensure reliable performance metrics across 30 products.",Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:296 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:294 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:294 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:294 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:294 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:294 || Overleaf Projects (77 items).zip | ziyuan_guo_Data_cocacola (ziyuan_guo_Data_cocacola.zip) | main.tex:236,raw_b000020,Overleaf Projects (77 items).zip,26 summer_ US Open and Enterprise Systems.zip,26 summer_ US Open and Enterprise Systems,project_002_26_summer_us_open_and_enterprise_systems,main.tex,296,PROFESSIONAL EXPERIENCE,raw_e000014,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Oversaw fieldwork for a 6-month study and captured multimodal sensor data (EEG, GSR, ECG) from 180+ participants; performed data cleaning, calibration checks, and quality validation to ensure reliable performance metrics across 30 products.","Oversaw fieldwork for a 6-month study and captured multimodal sensor data (EEG, GSR, ECG) from 180+ participants; performed data cleaning, calibration checks, and quality validation to ensure reliable performance metrics across 30 products.",R,
dedup_b000016,10,"built a python-based automation tool to streamline qualitative-physiological data synthesis in a 32-participant luxury packaging study, linking visual design cues with emotional metrics measured by eeg and eye-tracking, informing packaging usability and aesthetic decisions.",Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:299 || Overleaf Projects (77 items).zip | 26 summer_Data_MLB (26 summer_Data_MLB.zip) | main.tex:260 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:297 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:297 || Overleaf Projects (77 items).zip | 26 summer_PM_MLB (26 summer_PM_MLB.zip) | main.tex:260 || Overleaf Projects (77 items).zip | 26 summer_Product_Cloudflare (26 summer_Product_Cloudflare.zip) | main.tex:260 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:297 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:297 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:297 || Overleaf Projects (77 items).zip | ziyuan_guo_Data_cocacola (ziyuan_guo_Data_cocacola.zip) | main.tex:241,raw_b000022,Overleaf Projects (77 items).zip,26 summer_ US Open and Enterprise Systems.zip,26 summer_ US Open and Enterprise Systems,project_002_26_summer_us_open_and_enterprise_systems,main.tex,299,PROFESSIONAL EXPERIENCE,raw_e000014,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Built a Python-based automation tool to streamline qualitative–physiological data synthesis in a 32-participant luxury packaging study, linking visual design cues with emotional metrics measured by EEG and Eye-tracking, informing packaging usability and aesthetic decisions.","Built a Python-based automation tool to streamline qualitative–physiological data synthesis in a 32-participant luxury packaging study, linking visual design cues with emotional metrics measured by EEG and Eye-tracking, informing packaging usability and aesthetic decisions.",Python; R,
dedup_b000017,15,"prototyped and benchmarked copilot studio and ut spark ai agents, defining accuracy metrics, failure patterns, and testing protocols that informed iteration decisions and system integration guidelines.",Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:319 || Overleaf Projects (77 items).zip | 26 summer_Data_MLB (26 summer_Data_MLB.zip) | main.tex:234 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:317 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:317 || Overleaf Projects (77 items).zip | 26 summer_PM_KEEN (26 summer_PM_KEEN.zip) | main.tex:234 || Overleaf Projects (77 items).zip | 26 summer_PM_MLB (26 summer_PM_MLB.zip) | main.tex:234 || Overleaf Projects (77 items).zip | 26 summer_Product_Cloudflare (26 summer_Product_Cloudflare.zip) | main.tex:234 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:317 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:317 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:317 || Overleaf Projects (77 items).zip | ziyuan_guo_Data_cocacola (ziyuan_guo_Data_cocacola.zip) | main.tex:261 || Overleaf Projects (77 items).zip | ziyuan_guo_PM_waabi (ziyuan_guo_PM_waabi.zip) | main.tex:234 || Overleaf Projects (77 items).zip | ziyuan_guo_Product ops_zscaler (ziyuan_guo_Product ops_zscaler.zip) | main.tex:234 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_TI (ziyuan_guo_ops_TI.zip) | main.tex:234 || Overleaf Projects (77 items).zip | ziyuan_guo_product_Razer (ziyuan_guo_product_Razer.zip) | main.tex:260,raw_b000023,Overleaf Projects (77 items).zip,26 summer_ US Open and Enterprise Systems.zip,26 summer_ US Open and Enterprise Systems,project_002_26_summer_us_open_and_enterprise_systems,main.tex,319,PROFESSIONAL EXPERIENCE,raw_e000015,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Prototyped and benchmarked Copilot Studio and UT Spark AI agents, defining accuracy metrics, failure patterns, and testing protocols that informed iteration decisions and system integration guidelines.","Prototyped and benchmarked Copilot Studio and UT Spark AI agents, defining accuracy metrics, failure patterns, and testing protocols that informed iteration decisions and system integration guidelines.",Copilot Studio; UT Spark,
dedup_b000018,7,"led end-to-end system evaluations of the sharepoint + copilot knowledge base, conducting task-based tests and navigation-flow analysis; identified workflow bottlenecks that guided a full ia redesign.",Overleaf Projects (77 items).zip | 26 summer_ US Open and Enterprise Systems (26 summer_ US Open and Enterprise Systems.zip) | main.tex:323 || Overleaf Projects (77 items).zip | 26 summer_Data_TROON (26 summer_Data_TROON.zip) | main.tex:321 || Overleaf Projects (77 items).zip | 26 summer_Data_USA Baseball (26 summer_Data_USA Baseball.zip) | main.tex:321 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Roku (ziyuan_guo_Analyst_Roku.zip) | main.tex:321 || Overleaf Projects (77 items).zip | ziyuan_guo_Analyst_Tesla (ziyuan_guo_Analyst_Tesla.zip) | main.tex:321 || Overleaf Projects (77 items).zip | ziyuan_guo_Data Analyst_ALO (ziyuan_guo_Data Analyst_ALO.zip) | main.tex:321 || Overleaf Projects (77 items).zip | ziyuan_guo_Data_cocacola (ziyuan_guo_Data_cocacola.zip) | main.tex:265,raw_b000024,Overleaf Projects (77 items).zip,26 summer_ US Open and Enterprise Systems.zip,26 summer_ US Open and Enterprise Systems,project_002_26_summer_us_open_and_enterprise_systems,main.tex,323,PROFESSIONAL EXPERIENCE,raw_e000015,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Led end-to-end system evaluations of the SharePoint + Copilot knowledge base, conducting task-based tests and navigation-flow analysis; identified workflow bottlenecks that guided a full IA redesign.","Led end-to-end system evaluations of the SharePoint + Copilot knowledge base, conducting task-based tests and navigation-flow analysis; identified workflow bottlenecks that guided a full IA redesign.",SharePoint,
dedup_b000019,5,"prototyped and evaluated ai agents in copilot studio and ut spark to improve query relevance, automate knowledge retrieval, and support routing logic for internal workflows; benchmarked accuracy through iterative testing and failure-mode analysis.",Overleaf Projects (77 items).zip | 26 summer_AI_Antora (26 summer_AI_Antora.zip) | main.tex:232 || Overleaf Projects (77 items).zip | 26 summer_AI_KLA (26 summer_AI_KLA.zip) | main.tex:236 || Overleaf Projects (77 items).zip | 26 summer_AI_SAP (26 summer_AI_SAP.zip) | main.tex:235 || Overleaf Projects (77 items).zip | 26 summer_AI_Schneider (26 summer_AI_Schneider.zip) | main.tex:232 || Overleaf Projects (77 items).zip | 26 summer_ergo_antora (26 summer_ergo_antora.zip) | main.tex:264,raw_b000026,Overleaf Projects (77 items).zip,26 summer_AI_Antora.zip,26 summer_AI_Antora,project_003_26_summer_ai_antora,main.tex,232,PROFESSIONAL EXPERIENCE,raw_e000019,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Prototyped and evaluated AI agents in Copilot Studio and UT Spark to improve query relevance, automate knowledge retrieval, and support routing logic for internal workflows; benchmarked accuracy through iterative testing and failure-mode analysis.","Prototyped and evaluated AI agents in Copilot Studio and UT Spark to improve query relevance, automate knowledge retrieval, and support routing logic for internal workflows; benchmarked accuracy through iterative testing and failure-mode analysis.",Copilot Studio; UT Spark,
dedup_b000020,4,"developed metadata tagging and content architecture for 3 sharepoint-based knowledge platforms,",Overleaf Projects (77 items).zip | 26 summer_AI_Antora (26 summer_AI_Antora.zip) | main.tex:233 || Overleaf Projects (77 items).zip | 26 summer_AI_KLA (26 summer_AI_KLA.zip) | main.tex:237 || Overleaf Projects (77 items).zip | 26 summer_AI_Schneider (26 summer_AI_Schneider.zip) | main.tex:233 || Overleaf Projects (77 items).zip | 26 summer_ergo_antora (26 summer_ergo_antora.zip) | main.tex:265,raw_b000027,Overleaf Projects (77 items).zip,26 summer_AI_Antora.zip,26 summer_AI_Antora,project_003_26_summer_ai_antora,main.tex,233,PROFESSIONAL EXPERIENCE,raw_e000019,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Developed metadata tagging and content architecture for 3 SharePoint-based knowledge platforms,","Developed metadata tagging and content architecture for 3 SharePoint-based knowledge platforms,",SharePoint,
dedup_b000021,7,"designed powerautomate workflows to orchestrate multi-step content updates, metadata propagation, and cross-platform handoffs across sharepoint portals.",Overleaf Projects (77 items).zip | 26 summer_AI_Antora (26 summer_AI_Antora.zip) | main.tex:233 || Overleaf Projects (77 items).zip | 26 summer_AI_KLA (26 summer_AI_KLA.zip) | main.tex:237 || Overleaf Projects (77 items).zip | 26 summer_AI_SAP (26 summer_AI_SAP.zip) | main.tex:237 || Overleaf Projects (77 items).zip | 26 summer_AI_Schneider (26 summer_AI_Schneider.zip) | main.tex:233 || Overleaf Projects (77 items).zip | 26 summer_Analytics_Tesla (26 summer_Analytics_Tesla.zip) | main.tex:237 || Overleaf Projects (77 items).zip | 26 summer_ergo_antora (26 summer_ergo_antora.zip) | main.tex:265 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:252,raw_b000028,Overleaf Projects (77 items).zip,26 summer_AI_Antora.zip,26 summer_AI_Antora,project_003_26_summer_ai_antora,main.tex,233,PROFESSIONAL EXPERIENCE,raw_e000019,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Designed PowerAutomate workflows to orchestrate multi-step content updates, metadata propagation, and cross-platform handoffs across SharePoint portals.","Designed PowerAutomate workflows to orchestrate multi-step content updates, metadata propagation, and cross-platform handoffs across SharePoint portals.",SharePoint; Power Automate,
dedup_b000022,8,defined requirements and testing protocols for generative-ai use cases by synthesizing interviews from 16 career offices; translated workflow pain points into into feature specs and training materials.,Overleaf Projects (77 items).zip | 26 summer_AI_Antora (26 summer_AI_Antora.zip) | main.tex:236 || Overleaf Projects (77 items).zip | 26 summer_AI_KLA (26 summer_AI_KLA.zip) | main.tex:240 || Overleaf Projects (77 items).zip | 26 summer_AI_SAP (26 summer_AI_SAP.zip) | main.tex:240 || Overleaf Projects (77 items).zip | 26 summer_AI_Schneider (26 summer_AI_Schneider.zip) | main.tex:236 || Overleaf Projects (77 items).zip | 26 summer_Analytics_Tesla (26 summer_Analytics_Tesla.zip) | main.tex:240 || Overleaf Projects (77 items).zip | 26 summer_IS_Gilead (26 summer_IS_Gilead.zip) | main.tex:241 || Overleaf Projects (77 items).zip | 26 summer_ergo_antora (26 summer_ergo_antora.zip) | main.tex:268 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:253,raw_b000029,Overleaf Projects (77 items).zip,26 summer_AI_Antora.zip,26 summer_AI_Antora,project_003_26_summer_ai_antora,main.tex,236,PROFESSIONAL EXPERIENCE,raw_e000019,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,Defined requirements and testing protocols for generative-AI use cases by synthesizing interviews from 16 career offices; translated workflow pain points into into feature specs and training materials.,Defined requirements and testing protocols for generative-AI use cases by synthesizing interviews from 16 career offices; translated workflow pain points into into feature specs and training materials.,,
